"date","os_infotainment","charging_status","n_rides_lyftnav","n_drivers_lyftnav","battery_delta","nav_hours","n_rides_lyftnav_not_full_charging","n_drivers_lyftnav_not_full_charging","battery_delta_not_full_charging","nav_hours_not_full_charging"
"2024-12-25 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",236261,42845,460412.0,82563.90333333358,177526,38745,460412.0,62208.44166666672
"2024-12-25 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",163576,43788,11832.0,55786.05416666677,163576,43788,11832.0,55786.05416666677
"2024-12-25 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",4531,3578,7862.0,1908.783333333331,4531,3578,7862.0,1908.783333333331
"2024-12-25 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",461,378,464.0,193.30194444444444,461,378,464.0,193.30194444444444
"2024-12-25 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",29577,20123,73941.0,11844.693888888896,29577,20123,73941.0,11844.693888888896
"2024-12-25 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",29081,21926,215470.0,12236.858888888915,29081,21926,215470.0,12236.858888888915
"2024-12-25 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",1509,657,128.0,524.405833333333,1509,657,128.0,524.405833333333
"2024-12-25 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",2466,1710,3932.0,1013.7158333333331,2466,1710,3932.0,1013.7158333333331
"2024-12-25 00:00:00.000","ANDROID (NONE)",,2,2,,0.4519444444444445,2,2,,0.4519444444444445
"2024-12-25 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",24655,4170,29210.0,8843.132500000016,20942,3916,29210.0,7522.689444444455
"2024-12-25 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",61321,20018,6385.0,20931.3591666667,61321,20018,6385.0,20931.3591666667
"2024-12-25 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",10056,7587,65187.0,4253.445277777779,10056,7587,65187.0,4253.445277777779
"2024-12-25 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",23723,7003,2612.0,8360.538888888903,23723,7003,2612.0,8360.538888888903
"2024-12-25 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",8072,6463,9053.0,3341.7113888888953,8072,6463,9053.0,3341.7113888888953
"2024-12-25 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",167095,31449,527108.0,59614.294722221865,105326,27388,527108.0,37604.62333333345
"2024-12-26 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",86660,28614,7870.0,29076.47555555554,86660,28614,7870.0,29076.47555555554
"2024-12-26 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",43674,28824,106804.0,17021.465833333314,43674,28824,106804.0,17021.465833333314
"2024-12-26 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",3610,2410,5270.0,1431.3605555555566,3610,2410,5270.0,1431.3605555555566
"2024-12-26 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",562,483,657.0,231.49027777777778,562,483,657.0,231.49027777777778
"2024-12-26 00:00:00.000","IOS (NONE)","first_charging_last_charging",436236,92643,1714491.0,149794.3427777779,303372,83946,1714491.0,104220.06916666633
"2024-12-26 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",237612,44269,731242.0,83618.74055555552,152125,39095,731242.0,53550.307499999944
"2024-12-26 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",5535,4387,8913.0,2334.318055555555,5535,4387,8913.0,2334.318055555555
"2024-12-26 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",10211,8259,10273.0,4189.375277777769,10211,8259,10273.0,4189.375277777769
"2024-12-26 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",217064,59358,16248.0,73553.90027777775,217064,59358,16248.0,73553.90027777775
"2024-12-26 00:00:00.000","ANDROID (NONE)",,4,4,,1.261388888888889,4,4,,1.261388888888889
"2024-12-26 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",18518,14776,35647.0,7761.110833333334,18518,14776,35647.0,7761.110833333334
"2024-12-26 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",31417,9320,3805.0,10937.335277777758,31417,9320,3805.0,10937.335277777758
"2024-12-26 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",13420,10262,82926.0,5632.568055555566,13420,10262,82926.0,5632.568055555566
"2024-12-26 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",2455,984,341.0,822.7013888888886,2455,984,341.0,822.7013888888886
"2024-12-26 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",39196,29677,284197.0,16393.18861111105,39196,29677,284197.0,16393.18861111105
"2024-12-26 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",336096,61145,623599.0,115646.86583333336,251411,55682,623599.0,86687.62527777765
"2024-12-26 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",35364,6051,37690.0,12383.864722222192,29715,5670,37690.0,10425.794166666676
"2024-12-27 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",44906,7245,47630.0,15576.574444444446,37607,6835,47630.0,13056.246388888883
"2024-12-27 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",2894,1124,373.0,969.7480555555555,2894,1124,373.0,969.7480555555555
"2024-12-27 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",51785,33870,124646.0,20268.075000000048,51785,33870,124646.0,20268.075000000048
"2024-12-27 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",22613,17835,45638.0,9426.660555555576,22613,17835,45638.0,9426.660555555576
"2024-12-27 00:00:00.000","ANDROID (NONE)",,4,4,,0.7388888888888889,4,4,,0.7388888888888889
"2024-12-27 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",666,551,503.0,267.406388888889,666,551,503.0,267.406388888889
"2024-12-27 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",266441,70625,22094.0,89670.89972222241,266441,70625,22094.0,89670.89972222241
"2024-12-27 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",16087,12138,95898.0,6680.889444444454,16087,12138,95898.0,6680.889444444454
"2024-12-27 00:00:00.000","IOS (NONE)","first_charging_last_charging",531544,109054,2062992.0,182045.94972222354,367707,98962,2062992.0,126008.01027777776
"2024-12-27 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",12470,10031,13203.0,5022.818055555559,12470,10031,13203.0,5022.818055555559
"2024-12-27 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",410815,72104,747552.0,140186.36944444498,304910,65716,747552.0,104321.95138888908
"2024-12-27 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",6908,5371,12186.0,2899.2530555555504,6908,5371,12186.0,2899.2530555555504
"2024-12-27 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",47523,35295,344886.0,19900.65305555549,47523,35295,344886.0,19900.65305555549
"2024-12-27 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",296676,52571,882961.0,103600.90888888823,186670,46596,882961.0,65294.60416666661
"2024-12-27 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",4398,2921,7169.0,1693.754444444442,4398,2921,7169.0,1693.754444444442
"2024-12-27 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",39620,11332,4312.0,13618.56444444446,39620,11332,4312.0,13618.56444444446
"2024-12-27 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",106273,34052,9995.0,35108.06861111114,106273,34052,9995.0,35108.06861111114
"2024-12-28 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",106845,34226,9854.0,34777.51805555552,106845,34226,9854.0,34777.51805555552
"2024-12-28 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",4328,2879,7370.0,1669.4344444444475,4328,2879,7370.0,1669.4344444444475
"2024-12-28 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",2857,1141,261.0,936.4866666666666,2857,1141,261.0,936.4866666666666
"2024-12-28 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",45496,7302,47857.0,15364.500277777755,37933,6869,47857.0,12812.924999999981
"2024-12-28 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",40236,11614,3760.0,13709.879166666677,40236,11614,3760.0,13709.879166666677
"2024-12-28 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",22993,18247,43422.0,9415.544722222217,22993,18247,43422.0,9415.544722222217
"2024-12-28 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",298119,53143,866914.0,101888.56361111105,184161,46726,866914.0,62915.65638888885
"2024-12-28 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",16116,12195,98693.0,6582.158333333335,16116,12195,98693.0,6582.158333333335
"2024-12-28 00:00:00.000","ANDROID (NONE)",,5,5,,2.118611111111111,5,5,,2.118611111111111
"2024-12-28 00:00:00.000","IOS (NONE)","first_charging_last_charging",534885,109899,2027201.0,178957.5699999995,360116,99048,2027201.0,120591.84166666704
"2024-12-28 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",7113,5610,11664.0,2929.4608333333344,7113,5610,11664.0,2929.4608333333344
"2024-12-28 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",719,609,650.0,291.42000000000036,719,609,650.0,291.42000000000036
"2024-12-28 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",50590,33259,123333.0,19373.973888888817,50590,33259,123333.0,19373.973888888817
"2024-12-28 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",46600,34832,336311.0,19081.11138888894,46600,34832,336311.0,19081.11138888894
"2024-12-28 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",406470,71849,734604.0,135806.301944445,298065,65077,734604.0,99862.72194444435
"2024-12-28 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",273470,72084,20272.0,90445.78111111152,273470,72084,20272.0,90445.78111111152
"2024-12-28 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",12675,10207,11786.0,5005.547777777798,12675,10207,11786.0,5005.547777777798
"2024-12-29 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",716,611,734.0,285.59472222222206,716,611,734.0,285.59472222222206
"2024-12-29 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",285324,49159,828350.0,97546.41499999887,174484,43039,828350.0,59593.23027777754
"2024-12-29 00:00:00.000","IOS (NONE)","first_charging_last_charging",502700,100674,1911092.0,168573.1591666681,336662,90309,1911092.0,112858.38388888922
"2024-12-29 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",258655,66405,21789.0,85997.91472222212,258655,66405,21789.0,85997.91472222212
"2024-12-29 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",44309,32772,331384.0,18377.008888888835,44309,32772,331384.0,18377.008888888835
"2024-12-29 00:00:00.000","ANDROID (ANDROID_AUTO)",,1,1,,0.14444444444444443,0,0,,
"2024-12-29 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",4038,2680,7414.0,1547.073055555555,4038,2680,7414.0,1547.073055555555
"2024-12-29 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",100128,31283,9502.0,32819.82361111103,100128,31283,9502.0,32819.82361111103
"2024-12-29 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",43910,6875,47829.0,14945.198333333357,36934,6437,47829.0,12581.039166666691
"2024-12-29 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",12045,9604,12265.0,4789.215277777767,12045,9604,12265.0,4789.215277777767
"2024-12-29 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",7182,5570,11501.0,2935.310833333337,7182,5570,11501.0,2935.310833333337
"2024-12-29 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",22209,17439,42835.0,9129.611388888849,22209,17439,42835.0,9129.611388888849
"2024-12-29 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",2816,1135,202.0,919.9877777777778,2816,1135,202.0,919.9877777777778
"2024-12-29 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",39453,10878,3801.0,13420.468888888874,39453,10878,3801.0,13420.468888888874
"2024-12-29 00:00:00.000","ANDROID (NONE)",,7,7,,2.1702777777777778,6,6,,2.007222222222222
"2024-12-29 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",15863,11677,96863.0,6491.868888888875,15863,11677,96863.0,6491.868888888875
"2024-12-29 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",46113,30325,114885.0,17812.75555555557,46113,30325,114885.0,17812.75555555557
"2024-12-29 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",382028,65439,699252.0,128384.0919444436,280234,59253,699252.0,94299.9847222221
"2024-12-30 00:00:00.000","ANDROID (NONE)",,11,9,,3.363888888888889,8,8,,2.506666666666667
"2024-12-30 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",50045,33026,120323.0,19733.73083333329,50045,33026,120323.0,19733.73083333329
"2024-12-30 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",379131,69884,704671.0,130522.41305555566,283680,63576,704671.0,97974.61916666666
"2024-12-30 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",283483,51535,842338.0,99639.65833333295,179967,45451,842338.0,63304.94777777753
"2024-12-30 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",6549,5128,10845.0,2720.2325000000105,6549,5128,10845.0,2720.2325000000105
"2024-12-30 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",694,579,574.0,286.45611111111117,694,579,574.0,286.45611111111117
"2024-12-30 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",99348,33180,9308.0,33148.42500000008,99348,33180,9308.0,33148.42500000008
"2024-12-30 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",11735,9582,11939.0,4749.1261111111135,11735,9582,11939.0,4749.1261111111135
"2024-12-30 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",20776,16587,40009.0,8777.143055555553,20776,16587,40009.0,8777.143055555553
"2024-12-30 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",45001,33871,325191.0,18912.324999999993,45001,33871,325191.0,18912.324999999993
"2024-12-30 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",244229,68020,21176.0,82980.98972222232,244229,68020,21176.0,82980.98972222232
"2024-12-30 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",43640,7190,47659.0,15319.316944444443,36542,6742,47659.0,12891.423611111102
"2024-12-30 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",36950,10793,3319.0,12828.221111111101,36950,10793,3319.0,12828.221111111101
"2024-12-30 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",2822,1155,147.0,950.5516666666654,2822,1155,147.0,950.5516666666654
"2024-12-30 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",16087,12003,94457.0,6722.18499999999,16087,12003,94457.0,6722.18499999999
"2024-12-30 00:00:00.000","IOS (NONE)","first_charging_last_charging",491596,104639,1927559.0,169375.39972222064,342722,94691,1927559.0,118159.72861111084
"2024-12-30 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",4322,2839,6928.0,1683.0297222222218,4322,2839,6928.0,1683.0297222222218
"2024-12-31 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",47618,31793,112487.0,18441.00749999993,47618,31793,112487.0,18441.00749999993
"2024-12-31 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",43475,32602,309499.0,17848.55472222223,43475,32602,309499.0,17848.55472222223
"2024-12-31 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",2778,1101,302.0,918.9947222222223,2778,1101,302.0,918.9947222222223
"2024-12-31 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",43676,6964,45978.0,14876.093888888905,36647,6550,45978.0,12544.653333333343
"2024-12-31 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",244052,65239,19892.0,80516.71305555534,244052,65239,19892.0,80516.71305555534
"2024-12-31 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",99669,32054,8167.0,32656.921944444384,99669,32054,8167.0,32656.921944444384
"2024-12-31 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",11823,9592,13363.0,4671.067222222223,11823,9592,13363.0,4671.067222222223
"2024-12-31 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",4147,2762,6628.0,1582.0388888888835,4147,2762,6628.0,1582.0388888888835
"2024-12-31 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",15158,11468,89929.0,6210.052500000022,15158,11468,89929.0,6210.052500000022
"2024-12-31 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",21147,16770,40483.0,8626.1661111111,21147,16770,40483.0,8626.1661111111
"2024-12-31 00:00:00.000","ANDROID (ANDROID_AUTO)",,1,1,,0.4088888888888889,1,1,,0.4088888888888889
"2024-12-31 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",680,589,573.0,273.30666666666673,680,589,573.0,273.30666666666673
"2024-12-31 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",387445,67949,699517.0,130007.58083333366,289053,61857,699517.0,97318.6863888889
"2024-12-31 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",6436,5035,10237.0,2617.7852777777834,6436,5035,10237.0,2617.7852777777834
"2024-12-31 00:00:00.000","ANDROID (NONE)",,7,6,,2.1597222222222223,3,3,,0.9872222222222222
"2024-12-31 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",35674,10413,3164.0,12142.670555555515,35674,10413,3164.0,12142.670555555515
"2024-12-31 00:00:00.000","IOS (NONE)","first_charging_last_charging",499867,101919,1905421.0,167237.89833333314,347019,92330,1905421.0,116482.65694444449
"2024-12-31 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",281644,49714,820891.0,96473.90222222179,178394,43946,820891.0,61333.754722222366
"2025-01-01 00:00:00.000","IOS (NONE)","first_charging_last_charging",679552,108763,2189700.0,220655.27333333064,419275,95484,2189700.0,136019.8875000004
"2025-01-01 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",17731,12698,98775.0,7010.98888888887,17731,12698,98775.0,7010.98888888887
"2025-01-01 00:00:00.000","ANDROID (NONE)",,9,9,,3.031388888888889,6,6,,2.1916666666666664
"2025-01-01 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",359372,50505,885042.0,121016.43194444466,197813,42931,885042.0,66477.33555555553
"2025-01-01 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",48350,11531,4880.0,16116.17666666669,48350,11531,4880.0,16116.17666666669
"2025-01-01 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",119715,33226,10905.0,38529.554722222274,119715,33226,10905.0,38529.554722222274
"2025-01-01 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",55501,6959,55095.0,18814.432777777794,46060,6536,55095.0,15660.639722222251
"2025-01-01 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",4273,2791,6204.0,1645.4577777777786,4273,2791,6204.0,1645.4577777777786
"2025-01-01 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",967,794,996.0,390.2988888888886,967,794,996.0,390.2988888888886
"2025-01-01 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",32726,24597,57137.0,13073.88861111113,32726,24597,57137.0,13073.88861111113
"2025-01-01 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",342491,72723,28482.0,109652.62194444436,342491,72723,28482.0,109652.62194444436
"2025-01-01 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",16936,12970,15646.0,6754.464444444444,16936,12970,15646.0,6754.464444444444
"2025-01-01 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",50762,32875,120395.0,19341.048888888923,50762,32875,120395.0,19341.048888888923
"2025-01-01 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",56049,39450,384312.0,22064.120555555597,56049,39450,384312.0,22064.120555555597
"2025-01-01 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",495749,68209,844959.0,163856.78722222173,356001,61363,844959.0,117872.15833333321
"2025-01-01 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",10044,7574,15665.0,4099.787222222219,10044,7574,15665.0,4099.787222222219
"2025-01-01 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",3066,1122,156.0,1000.4016666666677,3066,1122,156.0,1000.4016666666677
"2025-01-02 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",274323,48607,790530.0,94145.7738888882,175260,43051,790530.0,60137.293055555376
"2025-01-02 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",47600,31391,110486.0,18227.30805555555,47600,31391,110486.0,18227.30805555555
"2025-01-02 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",6206,4895,9652.0,2539.016111111108,6206,4895,9652.0,2539.016111111108
"2025-01-02 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",379396,66955,679074.0,127542.87305555545,284913,61040,679074.0,96058.86388888925
"2025-01-02 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",238847,63944,18090.0,78807.17222222225,238847,63944,18090.0,78807.17222222225
"2025-01-02 00:00:00.000","IOS (NONE)","first_charging_last_charging",491290,100554,1834292.0,164659.85388888806,343645,91348,1834292.0,115233.82388888863
"2025-01-02 00:00:00.000","ANDROID (NONE)",,8,8,,3.1422222222222222,3,3,,1.0438888888888889
"2025-01-02 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",35087,10169,3130.0,11910.460555555557,35087,10169,3130.0,11910.460555555557
"2025-01-02 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",20090,15869,37312.0,8245.28916666667,20090,15869,37312.0,8245.28916666667
"2025-01-02 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",96707,31487,8277.0,31652.80833333335,96707,31487,8277.0,31652.80833333335
"2025-01-02 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",2491,992,222.0,830.3941666666665,2491,992,222.0,830.3941666666665
"2025-01-02 00:00:00.000","ANDROID (ANDROID_AUTO)",,1,1,,0.25305555555555553,1,1,,0.25305555555555553
"2025-01-02 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",42833,31857,292993.0,17487.826666666617,42833,31857,292993.0,17487.826666666617
"2025-01-02 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",41978,6779,43700.0,14385.126111111129,35383,6398,43700.0,12179.186944444464
"2025-01-02 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",14930,11228,84933.0,6040.982500000004,14930,11228,84933.0,6040.982500000004
"2025-01-02 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",11511,9295,12026.0,4575.53555555557,11511,9295,12026.0,4575.53555555557
"2025-01-02 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",3975,2644,6323.0,1527.3038888888887,3975,2644,6323.0,1527.3038888888887
"2025-01-02 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",671,561,895.0,264.736388888889,671,561,895.0,264.736388888889
"2025-01-03 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",16159,12115,92661.0,6604.252222222226,16159,12115,92661.0,6604.252222222226
"2025-01-03 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",45581,7349,47810.0,15519.018333333282,38001,6898,47810.0,12976.881111111048
"2025-01-03 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",4340,2899,6567.0,1675.2149999999995,4340,2899,6567.0,1675.2149999999995
"2025-01-03 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",2860,1141,225.0,951.5174999999997,2860,1141,225.0,951.5174999999997
"2025-01-03 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",104966,33527,9482.0,34138.14111111112,104966,33527,9482.0,34138.14111111112
"2025-01-03 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",45588,33971,320096.0,18621.9727777778,45588,33971,320096.0,18621.9727777778
"2025-01-03 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",6679,5268,10674.0,2727.062222222216,6679,5268,10674.0,2727.062222222216
"2025-01-03 00:00:00.000","IOS (NONE)","first_charging_last_charging",529262,107569,1992289.0,177163.16361111062,370417,97921,1992289.0,124300.64250000028
"2025-01-03 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",12177,9831,12848.0,4844.105277777767,12177,9831,12848.0,4844.105277777767
"2025-01-03 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",50249,33232,117563.0,19401.07333333328,50249,33232,117563.0,19401.07333333328
"2025-01-03 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",38750,11203,3898.0,13066.763611111093,38750,11203,3898.0,13066.763611111093
"2025-01-03 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",258783,68876,20940.0,85110.91388888854,258783,68876,20940.0,85110.91388888854
"2025-01-03 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",302602,53111,870425.0,103677.51249999976,192627,47043,870425.0,66189.30083333347
"2025-01-03 00:00:00.000","ANDROID (NONE)",,6,6,,1.9466666666666668,5,5,,1.6433333333333333
"2025-01-03 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",408264,71628,727471.0,137129.23999999955,306399,65442,727471.0,103338.47638888919
"2025-01-03 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",22005,17334,42360.0,8949.909444444449,22005,17334,42360.0,8949.909444444449
"2025-01-03 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",709,604,540.0,283.9969444444446,709,604,540.0,283.9969444444446
"2025-01-04 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",6582,5137,10093.0,2593.113888888895,6582,5137,10093.0,2593.113888888895
"2025-01-04 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",14977,11494,86159.0,5878.831111111101,14977,11494,86159.0,5878.831111111101
"2025-01-04 00:00:00.000","ANDROID (NONE)",,3,3,,0.4152777777777778,3,3,,0.4152777777777778
"2025-01-04 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",37079,11096,3522.0,12115.783055555534,37079,11096,3522.0,12115.783055555534
"2025-01-04 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",284541,52553,801535.0,94057.31722222228,181336,46277,801535.0,60008.77277777787
"2025-01-04 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",98075,32358,9333.0,30896.411111111058,98075,32358,9333.0,30896.411111111058
"2025-01-04 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",4060,2738,6626.0,1499.776666666666,4060,2738,6626.0,1499.776666666666
"2025-01-04 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",11486,9310,11023.0,4424.888333333338,11486,9310,11023.0,4424.888333333338
"2025-01-04 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",42463,31766,293090.0,16832.646944444456,42463,31766,293090.0,16832.646944444456
"2025-01-04 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",248503,67746,18057.0,78866.74888888863,248503,67746,18057.0,78866.74888888863
